"number","title","state","created_at","updated_at","closed_at","html_url","body"
"82","[Bug] Precision tracking for qwen3_32b_decode_scope3.py in Mixed mode","closed","2026-04-09T03:01:58Z","2026-05-28T02:46:26Z","2026-04-10T12:30:13Z","https://github.com/hw-native-sys/pypto-lib/issues/82","### Diagnosis

Component: qwen3_32b_decode_scope3.py
Mode: Mixed
Intent: Track and analyze precision of model outputs in this mode.

### Description

1. Set up the environment as required for running qwen3_32b_decode_scope3.py.
2. Run inference using Mixed mode.
3. Note any inconsistency, unexpected results, or accuracy problems specific to this mode.

### Environment

| Component   | Version           |
|-------------|-------------------|
| pypto-lib   | main           |
| pypto       | main    |
| simpler     | stable  |
| ptoas       |  0.22              |
| CANN        | 8.5           |

### Host Platform

Linux (aarch64)

### Additional Context

_No response_"
"83","[Bug] Precision tracking for qwen3_32b_decode_scope3.py in CV-seperated mode","closed","2026-04-09T03:02:35Z","2026-04-10T07:14:05Z","2026-04-10T07:14:05Z","https://github.com/hw-native-sys/pypto-lib/issues/83","### Diagnosis

Component: qwen3_32b_decode_scope3.py
Mode: CV-seperated
Intent: Track and analyze precision of model outputs in this mode.

### Description

1. Set up the environment as required for running qwen3_32b_decode_scope3.py.
2. Run inference using CV-seperated mode.
3. Note any inconsistency, unexpected results, or accuracy problems specific to this mode.

### Environment

| Component   | Version           |
|-------------|-------------------|
| pypto-lib   | main           |
| pypto       | main    |
| simpler     | stable  |
| ptoas       |  0.22              |
| CANN        | 8.5           |

### Host Platform

Linux (aarch64)

### Additional Context

_No response_"
"84","[Bug] Precision tracking for qwen3_32b_decode_scope3.py in Mixed mode","closed","2026-04-09T03:06:08Z","2026-04-09T03:07:11Z","2026-04-09T03:07:11Z","https://github.com/hw-native-sys/pypto-lib/issues/84","### Diagnosis

Component: qwen3_32b_decode_scope3.py
Mode: Mixed
Intent: Track and analyze precision of model outputs in this mode.

### Description

1. Set up the environment as required for running qwen3_32b_decode_scope3.py.
2. Run inference using Mixed mode.
3. Note any inconsistency, unexpected results, or accuracy problems specific to this mode.

### Environment

| Component   | Version           |
|-------------|-------------------|
| pypto-lib   | main           |
| pypto       | main    |
| simpler     | stable  |
| ptoas       |  0.22              |
| CANN        | 8.5           |

### Host Platform

Linux (aarch64)

### Additional Context

_No response_"
"95","[Feature] qwen3_32b_decode_mixed.py on A3/A5 platforms with good precision & performance","closed","2026-04-10T07:22:47Z","2026-04-25T04:49:06Z","2026-04-25T04:49:06Z","https://github.com/hw-native-sys/pypto-lib/issues/95","### Summary

Track the validation and performance of `qwen3_32b_decode_mixed.py` on both A3 and A5 platforms.

### Motivation / Use Case

1. The mixed-style decode kernel runs correctly on A3
2. The mixed-style decode kernel runs correctly on A5
3. Performance on both platforms is benchmarked and maintained at a competitive level
4. Regressions are caught early as the compiler and runtime evolve

### Proposed API / Behavior

- [ ] Validate numerical correctness on A3
- [ ] Validate numerical correctness on A5
- [ ] Ensure performance stays competitive with scope-specific implementations"
"96","[Feature] qwen3_32b_decode_tile.py on A3/A5 platforms with good precision & performance","closed","2026-04-10T07:29:00Z","2026-05-08T10:03:18Z","2026-05-08T10:03:18Z","https://github.com/hw-native-sys/pypto-lib/issues/96","### Summary

Track the validation and performance of `qwen3_32b_decode_tile.py` on both A3 and A5 platforms. Here ""tile"" refers to the **pypto tile programming style**.

### Motivation / Use Case

1. The tile-style decode kernel runs correctly on A3
2. The tile-style decode kernel runs correctly on A5
3. Performance on both platforms is benchmarked and maintained at a competitive level
4. Regressions are caught early as the compiler and runtime evolve

### Proposed API / Behavior

- [ ] Validate numerical correctness on A3
- [ ] Validate numerical correctness on A5
- [ ] Ensure performance stays competitive with scope-specific implementations"
"97","[Feature] qwen3_32b_prefill_tile.py on A3/A5 platforms with good precision & performance","closed","2026-04-10T07:57:06Z","2026-05-08T10:03:19Z","2026-05-08T10:03:19Z","https://github.com/hw-native-sys/pypto-lib/issues/97","### Summary

Track the validation and performance of `qwen3_32b_prefill_tile.py` on both A3 and A5 platforms. Here ""tile"" refers to the **pypto tile programming style**.

### Motivation / Use Case

1. The tile-style prefill kernel runs correctly on A3
2. The tile-style prefill kernel runs correctly on A5
3. Performance on both platforms is benchmarked and maintained at a competitive level
4. Regressions are caught early as the compiler and runtime evolve

### Proposed API / Behavior

- [ ] Validate numerical correctness on A3
- [ ] Validate numerical correctness on A5
- [ ] Ensure performance stays competitive with scope-specific implementations"
"98","[Feature] qwen3_32b_prefill_mixed.py on A3/A5 platforms with good precision & performance","closed","2026-04-10T07:57:09Z","2026-04-25T04:49:06Z","2026-04-25T04:49:06Z","https://github.com/hw-native-sys/pypto-lib/issues/98","### Summary

Track the validation and performance of `qwen3_32b_prefill_mixed.py` on both A3 and A5 platforms. Here ""mixed"" refers to the **mixed (tilelet-aware) programming style**.

### Motivation / Use Case

1. The mixed-style prefill kernel runs correctly on A3
2. The mixed-style prefill kernel runs correctly on A5
3. Performance on both platforms is benchmarked and maintained at a competitive level
4. Regressions are caught early as the compiler and runtime evolve

### Proposed API / Behavior

- [ ] Validate numerical correctness on A3
- [ ] Validate numerical correctness on A5
- [ ] Ensure performance stays competitive with scope-specific implementations"
"100","[Feature] qwen3_32b_decode_scope2_mixed.py on A3/A5 platforms with good precision & performance","closed","2026-04-10T09:58:10Z","2026-04-25T04:49:06Z","2026-04-25T04:49:06Z","https://github.com/hw-native-sys/pypto-lib/issues/100","### Summary

Track a mixed-kernel-style version of `qwen3_32b_decode_scope2.py` for Qwen3 decode Scope 2, with validation on both A3 and A5 platforms.

### Motivation / Use Case

1. The repo already has a scope-style Scope 2 implementation in `qwen3_32b_decode_scope2.py`, but it does not yet track a dedicated mixed-kernel variant for the same stage.
2. A Scope 2 mixed version would let us compare scope-style and mixed-style implementations on the exact same decode stage.
3. It would help isolate compiler/runtime regressions specific to mixed-kernel lowering without conflating them with Scope 1 or Scope 3 changes.
4. Precision and performance should be validated and tracked on both A3 and A5 as the stack evolves.

### Proposed API / Behavior

- Add a dedicated `qwen3_32b_decode_scope2_mixed.py` example or equivalent mixed-kernel Scope 2 variant.
- Validate numerical correctness on A3.
- Validate numerical correctness on A5.
- Benchmark and track performance against the current scope-style Scope 2 implementation.
- Keep the mixed-kernel version aligned with the current Scope 2 algorithm and tensor shapes.

### Alternatives Considered

- Continue iterating only on `qwen3_32b_decode_scope2.py` in scope style.
- Rely on the broader `qwen3_32b_decode_mixed.py` tracking issue, but that is less precise for isolating Scope 2-specific work.

### Additional Context

Related: #95

Current references:
- `examples/models/qwen3/qwen3_32b_decode_scope2.py`
- `examples/models/qwen3/qwen3_32b_decode_scope3_mixed.py`

There is also historical mixed-kernel exploration in earlier Qwen3 decode examples, which suggests the Scope 2 mixed variant is a reasonable next tracking item."
"110","[Bug] qwen3_32b_decode.py and qwen3_32b_decode_scope2.py hang on A5","closed","2026-04-14T11:41:09Z","2026-04-15T07:16:23Z","2026-04-15T07:16:23Z","https://github.com/hw-native-sys/pypto-lib/issues/110","### Diagnosis

**simpler** — the scripts compile successfully but hang indefinitely during on-device execution on A5 hardware.

### Description

Running `examples/models/qwen3/qwen3_32b_decode.py` or `examples/models/qwen3/qwen3_32b_decode_scope2.py` on A5 hardware causes the process to hang indefinitely with no output and no error message.

Steps to reproduce:
1. Run `python examples/models/qwen3/qwen3_32b_decode.py` on A5
2. Or run `python examples/models/qwen3/qwen3_32b_decode_scope2.py` on A5
3. Process hangs — does not complete or produce output

### Environment

| Component | Version |
|---|---|
| pypto-lib | `773aab2` |
| pypto | `1589d7e` (branch: `main`) |
| simpler | `c0d41a0` (branch: `stable`) |
| ptoas | `0.24` |
| CANN | `8.5.0.alpha001` |

### Host Platform

Linux aarch64

### Attachments"
"115","[Tracking] End-to-end support for frontend-authored mixed C/V kernels with automatic ExpandMixedKernel and C/V PUSH/POP generation","open","2026-04-15T11:20:43Z","2026-05-28T02:44:50Z",,"https://github.com/hw-native-sys/pypto-lib/issues/115","  ### Summary

  We want users to be able to write a mixed C/V kernel once in the frontend, have PyPTO automatically expand it into Cube/Vector kernels through `ExpandMixedKernel`, and have the stack automatically establish the required C/V `PUSH/POP` (`TPUSH/TPOP`) communication.

  Today that end-to-end flow is only partially specified and partially supported. The current gaps are spread across PyPTO, PTOAS, simpler, and PTO ISA rather than being isolated to a single repository. This issue tracks the cross-repo work needed to define and implement a coherent contract for automatic mixed-kernel expansion and C/V communication generation.

  ### Why this needs a top-level tracking issue

  The linked issues are all symptoms of the same underlying gap: we do not yet have a fully defined semantic envelope for frontend-authored mixed kernels that are automatically expanded and wired up by the compiler stack.

  The open questions currently include:
  - which split modes are legal in mixed kernels, including `SplitMode.NONE`
  - how split kernels should handle physical shape vs logical `valid_shape`
  - whether odd logical extents may be supported through padding plus `valid_shape`
  - whether split-axis reduction is always illegal, or may be supported via explicit target-gated semantics
  - whether a single C/V function pair may own multiple directional pipes
  - whether one pipe may support interleaved consumer schedules with multiple outstanding `tpop`s
  - how A2/A3 and A5 differences should be surfaced: lowest-common-denominator portability vs explicit target-specific extensions

  ### Common thread across the current issues

  These are not five independent feature requests. They are one architectural problem broken across repo boundaries.

  At a high level, we need a clear end-to-end contract for this workflow:
  1. user writes one mixed kernel in the frontend
  2. PyPTO expands it into Cube/Vector kernels
  3. the compiler automatically creates the required C/V communication topology
  4. lower layers preserve the intended semantics and reject unsupported cases clearly

  ### Expected outcome

  This tracking issue should produce:
  - a clear user-visible contract in `pypto-lib` for frontend-authored mixed kernels
  - alignment on what is portable across targets and what, if anything, is target-gated
  - coordinated implementation work across PyPTO, PTOAS, simpler, and PTO ISA
  - clear diagnostics for unsupported cases instead of partial or ambiguous behavior

  ### Sub-issues

  - [ ] [pypto#1031](https://github.com/hw-native-sys/pypto/issues/1031) Support odd-dimension split for flattened 2D tiles via padding + `valid_shape`
  - [ ] [pypto#1034](https://github.com/hw-native-sys/pypto/issues/1034) Define cross-platform semantics for split-axis reduction and GM-mediated extra capabilities in
  `SplitVectorKernel`
  - [ ] [PTOAS#488](https://github.com/hw-native-sys/PTOAS/issues/488) Support multiple cross-core pipes per Cube/Vector function
  - [ ] [PTOAS#489](https://github.com/hw-native-sys/PTOAS/issues/489) Support interleaved `tpop`/`tfree` schedules on a single pipe
  - [ ] [pto-isa#83](https://github.com/hw-native-sys/pto-isa/issues/83) Clarify/support true single-Vec `TILE_NO_SPLIT` semantics on A2A3 mixed C/V kernels

  ### Proposed decisions to drive here

  - Define the supported mixed-kernel contract first, then let downstream repos implement to that contract.
  - Separate portable baseline semantics from any target-specific extensions.
  - Make unsupported cases fail explicitly rather than relying on accidental lower-layer behavior.
  - Treat pipe topology, scheduling model, split/no-split semantics, and shape/`valid_shape` rules as part of one design, not as isolated fixes.

  ### Open questions

  - Should the default mixed-kernel contract be the lowest common denominator across A2/A3 and A5?
  - If target-specific extensions are allowed, which capabilities are acceptable to expose or enable?
  - Is `SplitMode.NONE` part of the intended mixed-kernel contract on A2/A3?
  - Should bidirectional mixed-kernel communication require two independent pipes when both C2V and V2C are present?
  - Should consumer-side double buffering / interleaved `tpop` schedules be part of the supported contract?
  - How should odd logical extents and split-axis reductions interact with automatic expansion and generated communication?

  Sources: pypto#1031 (https://github.com/hw-native-sys/pypto/issues/1031), pypto#1034 (https://github.com/hw-native-sys/pypto/issues/1034), PTOAS#488
  (https://github.com/hw-native-sys/PTOAS/issues/488), PTOAS#489 (https://github.com/hw-native-sys/PTOAS/issues/489), pto-isa#83
  (https://github.com/hw-native-sys/pto-isa/issues/83)."
"118","Add local golden testing infrastructure","closed","2026-04-16T03:17:06Z","2026-04-17T15:49:28Z","2026-04-17T15:49:28Z","https://github.com/hw-native-sys/pypto-lib/issues/118","## Summary

Migrate the golden/testing infrastructure from `pypto.runtime` (external dependency) into a local `golden/` package within pypto-lib, so that input generation, golden reference computation, and result validation no longer depend on the pypto compiler framework.

## Motivation

Currently all examples import `TensorSpec`, `RunConfig`, and `run()` from `pypto.runtime`, coupling the testing flow to the pypto compiler package. This makes it difficult to:
- Run golden validation independently of pypto
- Evolve the testing infrastructure without modifying the compiler repo
- Understand the testing flow without navigating across repositories

## Scope

### Migrated modules (pure Python/PyTorch, no pypto internal deps)
- `golden/tensor_spec.py` — `TensorSpec`, `ScalarSpec` dataclasses
- `golden/golden_writer.py` — golden.py script generation and `.pt` file persistence
- `golden/validation.py` — `validate_golden()` element-wise comparison via `torch.allclose`

### Facade (delegates to pypto for compilation/execution)
- `golden/runner.py` — `RunConfig`, `RunResult`, `run()`, `compile_program()` that convert local types and delegate to `pypto.runtime`

### Stays in pypto (hardware-specific)
- `compile_and_assemble()`, `execute_on_device()`, ELF parsing, kernel compilation

## Progress

- [x] Create `golden/` package with migrated modules
- [x] Add unit tests (`tests/golden/`, 58 tests)
- [x] Pilot migration: `examples/beginner/hello_world.py`
- [ ] Migrate remaining 24 example files to use `golden` imports"
"122","Qwen3-32B prefill scope1 & scope3 simulation crash: task ring deadlock + assertion failure","closed","2026-04-17T02:36:28Z","2026-04-21T11:33:01Z","2026-04-21T11:33:01Z","https://github.com/hw-native-sys/pypto-lib/issues/122","## Summary

`qwen3_32b_prefill_scope1.py` and `qwen3_32b_prefill_scope3.py` both crash during a2a3sim simulation with a **task allocator deadlock** (task ring full) followed by an **assertion failure** in the runtime.

## Steps to Reproduce

```bash
python examples/models/qwen3/qwen3_32b_prefill_scope3.py -p a2a3sim
python examples/models/qwen3/qwen3_32b_prefill_scope1.py -p a2a3sim
```

## Error Details

### 1. Task Ring Deadlock

The PTO2 task allocator spins 100k times then reports a fatal deadlock:

```
[ERROR] FATAL: Task Allocator Deadlock - Task Ring Full!
  Task ring:  current=131071, last_alive=0, active=131071/131072 (100.0%)
  Heap ring:  top=1468055552, tail=0, size=4294967296, available=2826911744
```

Diagnosis from the runtime:
- `last_task_alive` is stuck at 0 — task 0 cannot transition to CONSUMED
- Possible circular wait: orchestrator blocked on ring → can't call `scope_end` → task 0 never freed

### 2. Assertion Failure

```
Assertion failed: index < output_count_
Location: pypto/runtime/src/a2a3/runtime/tensormap_and_ringbuffer/runtime/pto_types.h:73
```

Stack trace (scope3):
```
#0 TaskOutputTensors::get_ref(unsigned int) const &
   at pto_types.h:73
   [inlined by] aicpu_orchestration_entry
   at build_output/.../orchestration/prefill_scope3.cpp:159
```

The generated orchestration code accesses a task output index that is out of bounds.

### 3. Emergency Shutdown

After the fatal error, the runtime sends EXIT_SIGNAL to all 72 cores and aborts with `rc=-3`.

## Environment

- **Platform**: a2a3sim (Ascend 910B simulator, 24 AIC + 48 AIV cores)
- **Ring buffer config**: task_window=131072, heap=4GB, dep_pool=131072
- **Runtime**: PTO2 device orchestration mode, 3 scheduler shards

## Analysis

The root cause appears to be in the **pypto compiler's codegen** for device orchestration. The generated `prefill_scope3.cpp:159` accesses `TaskOutputTensors::get_ref()` with an invalid index, suggesting the compiler emits an incorrect output tensor count or index for one of the tasks. This invalid access likely corrupts the task lifecycle state, preventing task 0 from being consumed, which eventually fills the entire task ring and triggers the deadlock.

The runtime's suggested workaround (increasing `PTO2_RING_TASK_WINDOW`) would not fix this — it would only delay the deadlock since the underlying assertion failure is the true blocker.

## Affected Files

- `examples/models/qwen3/qwen3_32b_prefill_scope1.py`
- `examples/models/qwen3/qwen3_32b_prefill_scope3.py`

## Expected Behavior

Both scope1 and scope3 should compile and run successfully on a2a3sim, producing outputs that match the golden reference within tolerance."
"125","[Bug] pytest probabilistic crash","closed","2026-04-17T06:25:46Z","2026-04-17T06:27:14Z","2026-04-17T06:27:14Z","https://github.com/hw-native-sys/pypto-lib/issues/125","### Diagnosis

_No response_

### Description

pytest probabilistic crash

### Environment

pytest probabilistic crash

### Host Platform

Linux (aarch64)

### Additional Context

_No response_"
"126","[Feature] 跟踪 deepseek_v3_2_decode_front 在 A2A3 平台上跑通","closed","2026-04-17T07:47:25Z","2026-04-28T06:20:19Z","2026-04-28T06:20:19Z","https://github.com/hw-native-sys/pypto-lib/issues/126","### Summary

跟踪 `examples/models/deepseek_v3_2/deepseek_v3_2_decode_front.py` 在 A2A3 平台上的端到端跑通进展。

该示例实现了 DeepSeek V3.2-EXP 单层 Decode FRONT 部分（batch=16, max_seq=4096），包含：
- RMSNorm + MLA 投影 (Q/K/V)
- KV Cache 更新
- 稀疏注意力 TopK 索引 + 注意力计算
- 跨节点 dispatch 输出

### Motivation / Use Case

DeepSeek V3.2 是核心模型之一，其 Decode FRONT 在 A2A3 (Ascend 910B) 平台上跑通是 pypto-lib 模型覆盖的重要里程碑。需要验证整条编译+运行链路（pypto IR → PTO-ISA → ptoas → simpler runtime）在 A2A3 上的正确性。

运行命令：
```bash
python3 examples/models/deepseek_v3_2/deepseek_v3_2_decode_front.py -p a2a3
```

### Progress Tracker

- [ ] **Scope 1 — RMSNorm + Q/K/V 投影**：input RMSNorm 计算、wq_a/wq_b/wkv_a 三路 MLA 投影（分块循环 + matmul accumulate）
- [ ] **Scope 2 — RoPE + Cache 更新 + TopK 索引 + 稀疏注意力**：Stage A 当前 token cache 写入、Stage B1/B2 两级 TopK（block-local + global merge）、Stage C 基于 merged topk 的稀疏注意力（online softmax + latent-to-v 投影）
- [ ] **Scope 3 — Dispatch 写回**：按 `(batch_id + layer_id) % EP_NODES` 分发到跨节点 GM tensor

### Additional Context

相关文件：
- 主文件：`examples/models/deepseek_v3_2/deepseek_v3_2_decode_front.py`
- 同目录下还有 `decode_back`、`prefill_front`、`prefill_back` 等相关示例"
